id1,id,SL,week,year,state,city,disctrict,cases,death,st_date,end_date,description,location,lat,lon
11,724,724,47,2010,Chandigarh,Chandigarh,,25,0,04-09-2010 00:00,,"Cases  of  fever  reported  from  UT Chandigarh,  of  which  25  sera  samples  tested  positive  for Dengue by ELISA test. Fogging operation and anti-larval activities are being intensified in the affected areas.  IEC activities undertaken regarding mosquito control measures.",Chandigarh,30.7333148,76.7794179
12,733,733,47,2012,Chandigarh,Chandigarh,,1887,0,03-09-2012 00:00,,"A  total  of  579  cases  of  fever  were  reported  in  44th  week  (week  ending  4th November 2012) from Chandigarh city and surrounding area. Further 1308 cases occurred till 2nd December 2012. Out of total 1887 serum samples collected, 198 samples  were  positive  for  Dengue  (IgM  ELISA).  Vector  control  measures undertaken. IEC done.",Chandigarh city ,30.7333148,76.7794179
13,745,745,48,2010,Chandigarh,Chandigarh,,39,0,04-09-2010 00:00,,"Cases  of  fever  reported  from  UT  Chandigarh,  of  which  19  sera  samples  tested  positive  for Dengue by ELISA test. Fogging operation and anti-larval activities are being intensified in the affected areas.  IEC activities undertaken regarding mosquito control measures.",Chandigarh,30.7333148,76.7794179
14,1156,1156,33,2017,Chandigarh,Chandigarh,,33,0,08-07-2017 00:00,,"Cases reported from several urban areas (Sector 28, 8, 25, 38, 11,  Manimajra  etc).  District  RRT  investigated  the  outbreak. House to house survey done. All 33 serum samples were tested at  PGI,  GMCH,  GMCH  were  positive  for  Dengue  (IgM ELISA). All cases treated symptomatically. Source reduction activities undertaken. Health education given.","Sector 28, 8, 25, 38, 11,  Manimajra",30.712832,76.835097
15,1198,1198,35,2016,Chandigarh,Chandigarh,,17,0,29-08-2016 00:00,09-07-2016 00:00,"Cases  reported  from  sector  15  of  Chandigarh. District RRT investigated the outbreak. House to house survey done. Out of 17 Cases, 13 are NS1 Positive and 4 are IgM positive.  All cases treated symptomatically.   Source   reduction activities undertaken. Health education given.",sector  15  Chandigarh,30.7514904,76.7737117
16,1205,1205,35,2017,Chandigarh,Chandigarh,,77,0,08-07-2017 00:00,,"Cases  reported  from  Village  Manimajra,  Khuda  Ali  Sher. District RRT investigated the outbreak. House to house survey done.  All  77  cases  were  lab  confirmed.  All  cases  treated symptomatically.    Source    reduction    activities    undertaken.
Health education given.","  Manimajra,  Khuda  Ali  Sher",30.772286,76.8101038
17,1353,1353,40,2017,Chandigarh,,,294,0,08-07-2017 00:00,,"77 cases were reported from Village Manimajra, Khudda Sher in  week  35.  Cases  have  increased  to  294  till  current  week. Cases    also   reported    from   Ramdarbar,    Khhuda    Lahora, Maulijagram. District RRT investigated the outbreak. House to house survey done.  All cases treated symptomatically. Source reduction activities undertaken. Health education given."," Manimajra, Khudda Sher",30.772286,76.8101038
18,1387,1387,41,2017,Chandigarh,,,327,0,08-07-2017 00:00,,"77  cases  were  reported  from  Village  Manimajra,  Dhanas, Hallomajra, Khuda Lahora in week 35. Cases have increased to 327 in current week. All cases treated symptomatically. Source reduction activities undertaken. Health education given.","  Manimajra,  Dhanas, Hallomajra, Khuda Lahora",30.7640282,76.7537632
19,1407,1407,42,2017,Chandigarh,,,284,0,08-07-2017 00:00,,"77 Cases were reported in week 35.  284 Cases  reported  from Village    Ramdarbar11,    Manimajra,    Dadumajra,    Dhanas, Hallomajra,  Maulijagran.  All  cases  treated  symptomatically.
Source reduction activities undertaken. Health education given.","    Ramdarbar11,    Manimajra,    Dadumajra,    Dhanas, Hallomajra,  Maulijagran",30.692838,76.7888059
20,1524,1524,46,2020,Chandigarh,Chandigarh,,11,0,15-11-2020 00:00,15-11-2020 00:00,"Cases      reported      from      Manimajra, Maulijagran,     Dhanas.     District     RRT investigated    the    outbreak.    State    and District      NVBDCP      officials      were informed.   House  to  house  survey  done. All   11   serum   samples   collected   were positive  for  Dengue  (IgM  ELISA).  All cases   treated   symptomatically.   Source reduction activity and fogging done in the
affected area. Health education given.","Manimajra, Maulijagran,     Dhanas",30.6918985,76.8259612
21,1572,1572,49,2020,Chandigarh,Chandigarh,,13,0,12-07-2020 00:00,12-09-2020 00:00,"Cases      were      reported      from      Manimajra, Ramdarbar, Dhanas, Sec-30, Sec-40, Sec-26, Sec- 25, Sec-7, DMC, Maulijagran. All the cases were tested  positive  by  IgM  ELISA  and  were  treated. Intensification  of  Anti  Larval  work  was  done  in these    areas.    Anti-Adult    mosquito    measure augmentation   was   being   done.   IEC   activities regarding   dengue   prevention   measures   were being  carried  out  in  the  form  of  Mega  phone announcements,  Hand  bill  distribution  etc.  The Anti  Dengue  activities  had  been  clubbed  along with COVID-19 related IEC activities in the area.
Health education was given.","Manimajra, Ramdarbar, Dhanas, Sec-30, Sec-40, Sec-26, Sec- 25, Sec-7, DMC, Maulijagran",30.731231,76.8102465
