id1,id,SL,week,year,state,city,disctrict,cases,death,st_date,end_date,description,location,lat,lon
16,378,378,36,2012,Andhra Pradesh,Mahabubnagar,Mahbubnagar,31,0,05-09-2012 00:00,09-09-2012 00:00,"Outbreak reported from Village Antharam, SC Ithole, PHC & Block    Tadoor,    District    Mahabubnagar.    Medical    team investigated  the  outbreak.  People  have  adopted  water  storage practices due to scarcity of  water.  Temporary medical  camps established.    Entomological    survey   revealed    high    vector indices. 46 sources (containers) were positive for  Aedes larva in 102 houses.   Majority of population are daily laborers who migrate  to  cities  and  towns.  21  blood  smears  collected  and tested  negative  for  malaria  parasite.  Out  of  5  serum  samples collected,  2  samples were positive for  Dengue (IgM ELISA). Anti  larval  operations,  Pyrethrum  spray  and  fogging  done  in
the community.   Health education given.","Antharam, Ithole",16.5882411,78.356123
17,402,402,37,2012,Andhra Pradesh,Mahabubnagar,Mahbubnagar,39,0,11-09-2012 00:00,16-09-2012 00:00,"Outbreak reported from Village Annaram, SC Ulpara, PHC & Block Vangoor,    District  Mahabubnagar.  Due  to  scarcity  of  water,  the community  has  adopted  water   storing  practices.     Medical   team investigated the outbreak.   Medical camps organized. Entomological survey  revealed  high  vector  indices.  170  sources  (containers)  were positive  for  Aedes  larva  in  172  houses.   All  28  blood  smears  were negative  for  Malaria  parasite.  Out  of  15  serum  samples  collected  6
were   positive   for   Dengue   (IgM   ELISA).   Anti-larval   operations, pyrethrum spray done in the community.  Health education given."," Annaram, SC Ulpara",16.7198437,77.9818754
18,403,403,37,2012,Andhra Pradesh,Mahabubnagar,Mahbubnagar,29,0,11-09-2012 00:00,16-09-2012 00:00,"Outbreak  reported  from  Village  Malkapur,   SC  Gaggulapally,  PHC Peddamudunoor,   Block   Nagarkurnool,      District   Mahabubnagar. Water storing practices observed in the community due to scarcity of water. Medical team investigated the outbreak.   Vector  indices were high  in  the  community.   Out  of  83  houses  surveyed  for  vector  23 sources  (containers)  were  positive  for  Aedes  larva.  All  24  blood smears were negative for Malaria parasite. Out of 12 serum samples collected  3  were  positive  for  Dengue  (IgM  ELISA).  Anti-larval operations,   pyrethrum   spray   done   in   the   community.      Health
education given."," Malkapur,   SC  Gaggulapally,  PHC Peddamudunoor",20.8843273,76.2026077
19,784,784,50,2013,Andhra Pradesh,Medak,Medak,20,0,09-12-2013 00:00,,"Cases  of  fever  reported  from  Village  Nagulapalli,  SC  Konapur,  PHC Atmakur, Block Sadashivpet, District Medak. District RRT  investigated the outbreak.  Active search for cases done. Symptomatic treatment given to cases. Out of 20 serum samples collected 9 samples were positive for
Chikungunya  and  1  sample  was  positive  for       Dengue.  Antilarval activities and fogging done. Health education given.","Nagulapalli,  Konapur,  Atmakur",17.6847583,77.9329659
20,346,346,34,2015,Andhra Pradesh,Nellore,Sri Potti Sriramulu Nellore,13,0,20-08-2015 00:00,25-08-2015 00:00,"Cases    reported    from    Village    Alicherla     Bangarupalem,    SC Juvvaladinne, PHC Kovurpalli, Mandal Bogolu, District Nellore. District RRT investigated the outbreak. House to house fever survey done. 06 out of 8 blood samples tested at District Hospital, Nellore were found to  be  positive  for  Dengue  by  IgM  ELISA.  All  22  blood  smears examined  were  found  to  be  negative  for  malaria  parasite.  All  cases treated  symptomatically.   Insecticide   spray   carried   out.   All   cases
treated symptomatically","Alicherla     Bangarupalem, Juvvaladinne",14.7834928,80.056957
21,67,67,14,2013,Andhra Pradesh,Nizamabad,Nizamabad,17,0,02-04-2013 00:00,07-04-2013 00:00,"Cases of fever  with  body pain reported  from  Village Narsinpur, SC Rampur,    PHC    Indalwai,    District    Nizamabad.       District    RRT investigated the outbreak. House to house survey done. Cases treated symptomatically.   Out of 6 serum samples collected 2 samples were positive for Dengue (IgM ELISA). Anti larval operation and fogging
done. Health education given.","Narsinpur,Rampur",18.5803805,78.2689714
22,91,91,17,2012,Andhra Pradesh,Prakasam,Prakasam,35,0,19-04-2012 00:00,23-04-2012 00:00,"Outbreak   reported   from   Village   Karrola,   SC   Chetlamitta,   PHC Pullalacheruvu  Mandal,  District  Prakasam.  District  RRT investigated the outbreak. House to house survey done for new fever cases. Out of
16  serum  sample,  1  sample  was  positive  for  Dengue  (IgM  ELISA). Medical camp organized. IEC undertaken.","Karrola, Chetlamitta",15.348463,79.560344
23,1064,1064,29,2016,Andhra Pradesh,Srikakulam,Srikakulam,22,0,21-07-2016 00:00,24-07-2016 00:00,"Cases reported from Village Ambakandi, PHC & Mandl R.A. Valasa. District RRT investigated the outbreak. House to house survey done.Out of 20 Blood  Samples  tested  at  RIMS,  Srikakulam;  04 found   positive   for   dengue.   All   cases   treated symptomatically.    Source    reduction    activities undertaken. Health education given."," Ambakandi, PHC & Mandl R.A. Valasa",18.5056151,83.7110192
24,997,997,24,2019,Andhra Pradesh,Visakhapatnam,Visakhapatnam,14,0,06-03-2019 00:00,,"Cases  reported   from  Urban   area   of   Ramalayam  Veedhi, Chintapalli,  PHC  R.V.Nagar,   Chintapalli  Mandal.  District RRT investigated the outbreak.  House to house survey done. Out  of 14  blood  samples  collected  and  sent  to  the Virology Laboratory, AMC, 6 samples were positive for Dengue (IgM ELISA).  All  cases  treated  symptomatically.  Elimination  of mosquito  breeding  places  were  carried  out.  Panchayat  was instructed   to   provide   sanitation   and   repairs   drainages. Pyrethrum  spraying  done  in  the  affected  area.  Anti-larval operations  were  carried  out  in  the  affected  areas.  Health
education given.","Ramalayam  Veedhi, Chintapalli,  PHC  R.V.Nagar,   Chintapalli  Mandal",17.8713171,82.3533266
25,88,88,17,2011,Andhra Pradesh,Warangal,Warangal,8,0,27-04-2011 00:00,27-04-2011 00:00,"Outbreak  of  fever  with  arthralgia  reported  from  Village  Rangapur,  PHC Mogullapally.    District  RRT  visited  and  investigated  the  outbreak.   4  sera samples  tested  positive  for  Dengue  IgM  ELISA.  All  cases  treated.  Active surveillance  done  by  paramedical  staff.  Fogging  activities  and  anti-larval
measures  undertaken  in  affected  area.  Health  education  given  regarding personal protection measures.","Rangapur,Mogullapally",18.2644598,79.6836683
26,96,96,18,2013,Andhra Pradesh,Warangal,Warangal,43,0,29-04-2013 00:00,04-05-2013 00:00,"Outbreak   of   fever   with   body   ache   reported   from   Village Garmillapally, PHC Velishala, CHC Chityala, District Warangal. Medical team investigated the outbreak. Active search  for  fever cases  done.  Cases  treated  locally.  Out  of  36  serum  samples collected,  5  samples  were  positive  for  Dengue  (IgM  ELISA). Anti-larval activities and Pyrethrum spraying done in the affected
area. IEC done."," Garmillapally,Velishala",18.4434898,79.6368766
27,22,22,4,2012,Andhra Pradesh,West Godavari,West Godavari,3,1,23-01-2012 00:00,29-01-2012 00:00,"Clustering  of  fever  cases  occurred  in  Village  Srungavruksham,  PHC Veervasaram,  Narasapuram.  Door  to  door  survey  done  to  find  new cases.   Medical   camp   conducted   to   treat   cases   symptomatically. Mosquito  control   measures  undertaken.  All  cases  and  death  tested positive  for  Dengue  (ELISA  test  and  RDT)  at  Private  Nursing  Home. IEC   activities   undertaken   regarding   early   treatment   of   cases   and personal protection measures to be adopted by the community.","Srungavruksham, Veervasaram",16.5465977,81.5993951
28,483,483,39,2012,Andhra Pradesh,West Godavari,West Godavari,58,0,31-08-2012 00:00,,"Outbreak  reported  from  7  blocks  of  West  Godavar  district.  Medical  team investigated the outbreak. House to house fever survey done.  Out of 58 serum samples  collected  26  were  positive  for  Dengue  (IgM  ELISA).    Dry  day observed in the community. Anti-larval and adult mosquito control measures
undertaken.   IEC  regarding   personal   protection   measures   (mosquito  nets, repellants) done.",West  Godavar,16.9174181,81.3399414
29,131,131,21,2014,Andhra Pradesh,Cuddapah,Y.s.r.,15,0,17-05-2014 00:00,25-05-2014 00:00,"Cases   of   fever   reported   from   Village   /   SC Kothayeturu,    PHC    Khajipet,    CHC    Mydukur, District   Kadapa.  Poor  sanitary  conditions  were observed  in  the  affected  area.  House  to  house survey done.  8  serum  samples  were  collected  & sent   to   RIMS,   Kadapa,   out   of   which   2   were positive  for  dengue   by  IgM  ELISA.  Pyrethrum spray  done.  Antilarval  measures  taken.  Health education  on  personal  hygiene  &  environmental sanitation done.","Kothayeturu, Khajipet",14.6587411,78.7532884
30,45,45,10,2015,Andhra Pradesh,Cuddapah,Y.s.r.,42,0,10-03-2015 00:00,,"31 Cases  reported in 9th  week ending  on  01st  March 2015,  further 11 mor  cases  reported  till  11th  week  ending  on  15th  March  2015  from Village  Pedamadigapalli,   SC/PHC   T.   Sundupalli,   District   Kadapa. District  RRT investigated  the  outbreak.  House  to  house  survey  done. All  35  blood  smears  examined  at  RIMS,  Kadapa  were  found  to  be negative  for  malaria.  20  out  of  50  samples  were  found  positive  for Dengue by rapid test. Pyrethrum spray done. Antilarval measures taken. Medical    camp    organized    in    the    area    and    all    cases    treated symptomatically. Health education given.", Pedamadigapalli,16.2954659,80.4359949
31,1047,1047,27,2019,Andhra Pradesh,Cuddapah,Y.s.r.,6,0,05-01-2019 00:00,,"Cases  reported  from  Village  Komantharajupuram  HW,  SC Narayana   Nellore,   PHC/Block   Penagalur.   District   RRT investigated  the  outbreak.  Larval  breeding  was  found  in  the water  collections.  Due  to  water  scarcity people  were  storing water. 6 serum samples taken and sent to GGH lab Kadapa 2 found positive for Dengue by MAC ELISA. House to house larval  survey  done.  Anti-larval  survey  was  conducted.  All
cases  treated   symptomatically.   Source   reduction  activities undertaken. Health education given.","  Komantharajupuram  HW,  SC Narayana   Nellore,   PHC   Penagalur",14.2586128,79.2650463
32,1048,1048,34,2022,Andhra Pradesh,Cuddapah,Y.s.r.,4,0,23-08-2022,26-08-2022,"Cases   reported   from   AP   TIDCO   Housing colony,  UPHC  Vikalangula  Colony,  Kadapa. Cases presented with fever and body pains. 38 Serum     Samples     were     sent     to     VRDL Laboratory,  RIMS  Kadapa  out  of  which  four came  positive  for  dengue  by  ELISA.  District RRT     investigated     the     outbreak.     Health education  was  given. Anti-larval  measures along with fogging were undertaken.","Vikalangula  Colony,  Kadapa",16.2954659,80.4359949
