id1,id,SL,week,year,state,city,disctrict,cases,death,st_date,end_date,description,location,lat,lon
11,11,11,35,2015,Assam,Kamrup,Kamrup,21,0,19-07-2015 00:00,,"Cases reported from Guwahati City, East Zone & Capital Zone District Kamrup. District  RRT investigated  the  outbreak.  House  to  house  survey  done.82  Serum samples were   collected an tested at  GMCH Guwahati out of which 10 samples tested positive for Dengue IgM ELISA, 11 samples tested positive for dengue by
NS1 antigen test. All cases treated symptomatically. Health education given.","Guwahati City,Kamrup",26.1445169,91.7362365
12,12,12,37,2015,Assam,Kamrup,Kamrup,153,0,19-07-2015 00:00,,"153 Cases reported till 38th  week ending on 20th September 2015 from Guwahati City, East Zone & Capital Zone. District RRT investigated the outbreak. House to  house  survey  done.  Majority  of  cases  reported  from  Capital  Zone.     153 samples tested positive for dengue by NS1 antigen ELISA &IgM Mac ELISA test  at GMCH Guwahati.  All  cases  treated  symptomatically.  Health  education
given.",Guwahati City,26.1445169,91.7362365
13,13,13,38,2015,Assam,Kamrup,Kamrup,153,0,19-07-2015 00:00,,"153 Cases reported till 38th  week ending on 20th September 2015 from Guwahati City, East Zone & Capital Zone. District RRT investigated the outbreak. House to  house  survey  done.  Majority  of  cases  reported  from  Capital  Zone.     153 samples tested positive for dengue by NS1 antigen ELISA & IgM Mac ELISA
test  at GMCH Guwahati.  All  cases  treated  symptomatically.  Health  education given.",Guwahati City,26.1445169,91.7362365
14,14,14,41,2015,Assam,Kamrup,Kamrup,426,1,19-07-2015 00:00,,"153 Cases reported in 38th week ending on 20th September 2015; further 261 more cases reported in 42nd  week from Guwahati City, District Kamrup (M). District RRT investigated the outbreak. House to house survey done. 426 Serum samples tested  positive for Dengue IgM ELISA at  GMCH,  Guwahti. All  cases treated
symptomatically. Source reduction activities undertaken. Health education given.","Guwahati City, District Kamrup",26.1445169,91.7362365
15,15,15,43,2015,Assam,Kamrup,Kamrup,489,1,19-07-2015 00:00,,"426 Cases reported till 42nd  week ending on 18th  October 2015; further 63 more cases reported till 44th  week ending on 01st  November2015 from Guwahati City, District  Kamrup  (M).  District  RRT investigated  the  outbreak.  House  to  house survey done. 489 Serum samples tested positive for Dengue (114 by Dengue IgM ELISA & 379  by Dengue NS1  antigen) at  GMCH,  Guwahti.  All  cases treated
symptomatically. Source reduction activities undertaken. Health education given.","Guwahati City, District  Kamrup",26.1445169,91.7362365
16,16,16,41,2015,Assam,Lakhimpur,Lakhimpur,22,0,03-09-2015 00:00,,"Cases  reported  from  Dhalpur,  Bihpuria,  District  Lakhimpur.  District  RRT investigated the outbreak. House to house survey done. 24 serum samples were collected; out of those 5 samples were found to be dengue NS1 positive. Other 17 cases had shown Dengue IgM positive in DPHL, Lakhimpur. All cases treated
symptomatically. Source reduction activities undertaken. Health education given.","Bihpuria,  District  Lakhimpur",27.0191315,93.9215541
17,17,17,44,2015,Assam,Nagaon,Nagaon,9,0,04-08-2015 00:00,,"Cases reported from Village Kampur, Simlaipathar, Nakhuti, Rupohihat, BPHC Buragohaithan,  Kathiatoli,  Lanka,  Samaguri.  District  RRT  investigated  the outbreak.  House  to  house  survey  done.  All  09  samples  tested  at  GMCH Microbiology Department were found to be positive for Dengue. All cases treated
symptomatically. Source reduction activities undertaken. Health education given.","Kampur, Buragohaithan",26.250413,92.65812
18,18,18,32,2016,Assam,Dibrugarh,Dibrugarh,14,0,08-01-2016 00:00,,"Cases  reported  from  whole  district.  District  RRT  investigated the  outbreak.  House  to  house  survey  done.  Out  of  239  Serum samples   tested   at   Assam   Medical   College   and   Hospital Dibrugarh;     12  Samples  found  positive  by  Dengue  IgM  Mac ELISA  kit  and  02  Samples  positive  with  Dengue  NS1  ELISA kit.   All   cases   treated   symptomatically.   Source   reduction
activities undertaken. Health education given.",Dibrugarh District,27.4728327,94.9119621
19,19,19,45,2016,Assam,Goalpara,Goalpara,30,0,27-06-2016 00:00,,"Cases reported  from whole district except  BPHC Matia area. District RRT investigated the outbreak. House to house survey done. Out of 30 Serum samples tested at GMCH, Guwahati and DPHL,  Goalpara;  13  found  positive  for  Dengue.    All  cases treated     symptomatically.     Source     reduction     activities undertaken. Health education given.",Goalpara,26.1641342,90.6251541
20,20,20,31,2016,Assam,Kamrup,Kamrup,180,0,24-04-2016 00:00,,"Cases reported from BPHC Sonapur, Capital, East & West Zone. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 31 to 60 years of age group. Out of 213 samples tested by NS1 IgM/IgM Mac ELISA, 180 found NS1/Mac  ELISA  positive  .All  cases  treated  symptomatically. Source reduction activities undertaken. Health education given.","BPHC Sonapur, Capital, East & West Zone",26.1175547,91.9636362
21,21,21,45,2016,Assam,Tinsukia,Tinsukia,16,0,29-08-2016 00:00,,"Cases reported from Village Hapjan, Tinsukia Urban Ketetong Margherita. District RRT investigated the outbreak. House to
house  survey done.  All  16  Serum samples  tested  at  AMCH, Dibrugarh,   were   positive   for   Dengue.   All   cases   treated", Hapjan,27.4965092,95.4546261
22,22,22,42,2017,Assam,Dhuburi,Dhubri,7,0,10-09-2017 00:00,,"Cases  reported  from  Village  Alomganj  Part-3,  SC  Alomganj Under  Dharmasala.  District  RRT  investigated  the  outbreak. House  to  house  survey done.  All  05  serum samples tested at DPHL,  Dhubri  were  Dengue  IgM  ELISA  positive.  All  cases
treated      symptomatically.      Source      reduction      activities undertaken. Health education given.","  Alomganj  Part-3,  SC  Alomganj Under  Dharmasala",26.1292935,90.0262369
23,23,23,43,2017,Assam,Goalpara,Goalpara,27,0,14-08-2017 00:00,,"Cases   reported   from   Village   Rakshyasini,   Gitanagar.   SC Rakshyasini, PHC/Block Jaypur. District RRT investigated the outbreak.  House  to  house  survey  done.  Out  of  151  serum samples tested at GMCH, Guwahati and Goalpara, 10 samples were  NS1  ELISA positive  and  17  Samples  were  IgM  ELISA Dengue  positive.  All  cases  treated  symptomatically.  Source
reduction activities undertaken. Health education given.","   Rakshyasini,   Gitanagar.   SC Rakshyasini, PHC Jaypur",26.1205012,90.6536557
24,24,24,15,2017,Assam,Kamrup,Kamrup,33,0,01-01-2017 00:00,,"Cases   reported   from   Guwahati   Metro   City   South   Zone Lalganesh,  East  Zone  Noonmati  West  Zone.  District  RRT investigated the outbreak. House to house survey done. Out of
178   Serum  sample   tested   at   Microbiology  Dept.   GMCH, Guwahati, 33 samples found to be positive for dengue by IgM Elisa.  All   cases  treated  symptomatically.   Source  reduction activities undertaken. Health education given.","Guwahati   Metro   City   South   Zone Lalganesh,  East  Zone  Noonmati  West  Zone",26.1405701,91.7456678
25,25,25,38,2017,Assam,Kokrajhar,Kokrajhar,4,1,09-10-2017 00:00,,"Cases    reported    from    Village    Kokrajhar    Urban,    PHC Gossaigaon  (Town).  District  RRT  investigated  the  outbreak. House  to  house  survey  done.  Out  of  06  samples  tested  at DPHL, RNB Civil Hospital, 04 were positive for Dengue IgM ELISA.  All  cases  treated  symptomatically.  Source  reduction activities undertaken. Health education given. Deceased was 80
years old female."," Kokrajhar Urban, PHC Gossaigaon",26.4056985,90.2705276
26,26,26,44,2017,Assam,Lakhimpur,Lakhimpur,10,0,22-10-2017 00:00,,"Cases reported from Village Jurhotia,  SC Katorichapori, PHC Boginodi.  District  RRT  investigated  the  outbreak.  House  to house survey done.  Out  of 10  blood  samples  tested  at  DPHL Lakhmpur,  02  found  positive  for  Dengue  by  IgM  Elisa.  All cases   treated   symptomatically.   Source   reduction   activities
undertaken. Health education given."," Jurhotia,  SC Katorichapori, PHC Boginodi",27.3571965,94.1799991
27,27,27,30,2017,Assam,Nagaon,Nagaon,82,0,29-07-2017 00:00,29-07-2017 00:00,"Cases      reported      from      several      Villages Buragohatithan,    Dhing,    Dagaon,    Kathiatoli, Lanka PHC Barapujia. District RRT investigated the  outbreak.  House  to  house  survey  done.  Out of82   samples   collected   sent   to  DPHL,   IDSP Nagaon,      02   serum   Dengue   positive   (IgM ELISA).    All    cases   treated    symptomatically.
Source  reduction   activities  undertaken.   Health education given.","s Buragohatithan,    Dhing,    Dagaon,    Kathiatoli, Lanka PHC Barapujia",26.2677901,92.4993038
28,28,28,25,2018,Assam,Dibrugarh,Dibrugarh,7,0,18-06-2018 00:00,19-06-2018 00:00,"Cases  of  fever  with  joint  pain  reported  from several     Villages/Blocks     Lahoal,     Panitola, Naharani.     District     RRT     investigated     the outbreak.  House  to  house  survey  done.  Out  of 213 blood samples collected and sent to Assam Medical    College    and    Hospital    (AMCH), Dibrugarh from January to June 2018; 7 samples were found positive for Dengue IgM ELISA. All cases     treated     symptomatically.     Anti-larval activities   were   undertaken.   Health   education
given.","ss     Lahoal,     Panitola, Naharani",27.4604556,95.0021015
29,29,29,39,2018,Assam,Karbi-Anglong,Karbi Anglong,18,0,09-02-2018 00:00,,"Cases reported from Village Gautam Basti, SC Longkathar, PHC/Block    Bokajan.    District    RRT    investigated    the outbreak.  House  to  house  survey  done.  Out  of  18  serum sample collected  and  sent  to DPHL,  Diphu  Civil  Hospital; 14 samples were found positive for Dengue (IgM ELISA). All   cases  treated   symptomatically.   Medical   Camp  were organized.   DDT   Spray,   fogging   and,   source   reduction activities   were   undertaken.       IEC   regarding   personal
protection against mosquito bite were undertaken."," Gautam Basti, SC Longkathar, PHC    Bokajan",26.019074,93.762297
30,30,30,46,2019,Assam,Dibrugarh,Dibrugarh,1,0,24-10-2019 00:00,,"A 28yr old female student from AMCH Campus, PHC/Block Barbaruah presented symptoms of fever, headache, bodyache and  maculopapular  rashes  on  24th    October  2019  and  was admitted in Assam Medical College & Hospital. District RRT investigated the outbreak. State and District NVBDCP official were informed. Active search of cases done. Blood sample was collected and sent to RMRC, Dibrugarh; the sample was found positive  for  West  Nile Virus (IgM  ELISA).  Further  a  blood sample  collected  and  tested  AMCH  was  found  positive  for
Dengue (IgM ELISA). Health education given.","AMCH Campus, PHC Barbaruah",27.4896273,94.9430031
31,31,31,2,2019,Assam,Jorhat,Jorhat,12,0,01-06-2019 00:00,01-07-2019 00:00,"Cases  reported  from  Village  Solmora,  BPHC Gorumora.    District    RRT    investigated    the outbreak. House to house survey done. Out of 2 serum samples collected; result awaited. 9 blood smears   collected   were   negative   for   malaria parasite.   All   cases   treated   symptomatically. Distribution  of  insecticide  treated  bed  nets  was done  in  the  community.  Fogging  done  in  the affected    areas.    Awareness    camp    regarding prevention  and  control  of  vector  borne  disease
were organized in the affected areas.","  Solmora,  BPHC Gorumora",26.7779907,94.099624
32,32,32,35,2019,Assam,Sonitpur,Sonitpur,8,0,07-12-2019 00:00,,"Cases   reported   from   Villages   Bihaguri,   Niraiati,   Borbil, Bahumari   and   Bargaon.   District   RRT   investigated   the outbreak. Cases belonged to age group 6-60 years, of the 08 cases one gave history of travel to Bangalore. Serum samples of all cases collected and found positive for Dengue by Ig M ELISA.  All cases treated  symptomatically.  Mass  blood  slide was  collected  from  the  affected  area.  Fogging  done  in  the affected area. Health education given.","s   Bihaguri,   Niraiati,   Borbil, Bahumari   and   Bargaon",27.4025826,95.6058703
33,33,33,51,2021,Assam,Nagaon,Nagaon,1,0,20-12-2021,22-12-2021,"Case  reported  from  Village  Katonigaon,  PHC Singia Putoni MPHC, BPHC Kathiatoli, District Nagaon.  Case presented with cough, fever, body ache, vomiting, stomach pain for which she took medicine    from    a    local    pharmacy    but    her symptoms worsened for which she was dmitted to Gauhati  Medical College and  Hospital  where she  recovered  and  was  dischargedn  the  fifth day.    Two  serum  samples  were  sent  to  DPHL, IDSP,  Nagaon  for  further  lab nvestigation,  out of which one sample was found to be positive for Dengue     by     IgM     ELISA. ",,26.348,92.6838
34,34,34,23,2022,Assam,Sonitpur,Sonitpur,2,0,03-06-2022,08-06-2022,"Cases   reported   from   Village    SSB    Colony, Debendra    Nagar,    District    Sonitpur.    Cases esented   with   fever   and   bodyache.    Seven samples were sent to TMCH for lab analysis. Out of  these,  two  samples  were  found  positive  for Dengue     by     IgM     ELISA.     District     RRT vestigated  the  outbreak  and  fever  survey  was done.  All  of  the  cases  were  given  symptomatic treatment.   Anti-larval   spray   and   fogging   was done.  Health  education  was  given  regarding  the importance of vector control measures.","Debendra    Nagar,    District    Sonitpur",26.7305,92.8253
