id1,id,SL,week,year,state,city,disctrict,cases,death,st_date,end_date,description,location,lat,lon
16,16,16,19,2011,Maharashtra,Sindhudurg,Sindhudurg,5,0,10-05-2011 00:00,,"Cases   of   fever   reported   from   Village   Govandiwada,   PHC   Malvan.   Dengue   cases previously  reported  from  village  Dandi  under  PHC  Malvan.  Out  of  5  serum  samples tested,  one found  positive  for  dengue.  Rapid fever survey  and  house to house container survey done. Increased mosquito breeding found in the area. Larvicides used and fogging
done in the area. Health education imparted among the affected village people.","Govandiwada, Malvan",16.0583702,73.4663687
17,17,17,40,2012,Maharashtra,Ahmednagar,Ahmadnagar,283,0,22-09-2012 00:00,,"A total of 137 cases were reported from Block Karjat, District Ahmednagar, in 38th week (week ending 23rd Sep 2012).   Further 146 cases occurred from 24th September  to  4th  October  2012.  Out  of  11  serum  samples  collected  2  were positive for Dengue (IgM ELISA).  Vector control measures undertaken.","Karjat, District Ahmednagar",18.5521675,75.0101313
18,18,18,41,2012,Maharashtra,ahmednagar,Ahmadnagar,37,0,21-09-2012 00:00,,"Outbreak  was  reported  from   Village  Vadgaongupta,   PHC  Dehare,   Block Nagar, District Ahmednagar. Medical team investigated the outbreak. House to house fever survey done. All cases treated. Out of 4 serum samples collected 1 sample was positive for Dengue (IgM ELISA).  Entomological survey done in the affected area. Fogging done in the affected village. Health education done.","Vadgaongupta,   PHC  Dehare,   Block Nagar",19.1746394,74.7249024
19,19,19,46,2012,Maharashtra,Ahmednagar,Ahmadnagar,37,0,09-09-2013 00:00,,"Cases reported from Village Kuran, SC Samanapur, PHC Nimon, Block Sangamaner,   District   Ahmednagar.   District   RRT   investigated   the outbreak.    Active    search    for    fever    cases    done.    Cases    treated symptomatically.  Out  of  5  serum  samples  collected,  1  sample  was
positive  for  Dengue  (IgM  ELISA).  Entomological  survey  done.  Anti larval activities and fogging done.  IEC done."," Kuran, SC Samanapur, PHC Nimon",19.5869394,74.2439768
20,20,20,46,2012,Maharashtra,Ahmednagar,Ahmadnagar,42,1,24-10-2013 00:00,,"Cases    of   fever    with    joint   pain    reported    from    Village/SC/PHC Ruichhitishi,    Block    Nagar,    District    Ahmednagar.    Medical    team investigated the outbreak. House to house survey done. All cases treated symptomatically. Out of 5 serum samples tested at NIV, Pune, 2 serum samples were positive for  Dengue (IgM ELISA). Entomological survey
done. Anti larval activities and fogging done. Health education given.",Ruichhitishi,18.9,74.833333
21,21,21,48,2012,Maharashtra,Ahmednagar,Ahmadnagar,11,0,26-11-2012 00:00,,"Cases of fever reported Village Akole, PHC Pimpalgaon Tappa, Block Pathardi, District  Ahmednagar.  District  RRT  visited  the  affected  area.  House  to  house survey done. 3 serum samples collected and sent to Sentinel Centre Civil Hospital Ahmednagar,  which  tested  positive  for  Dengue.  Fogging  done  in  the  affected area.","Akole, PHC Pimpalgaon Tappa, Pathardi",19.5406298,74.005428
22,22,22,49,2012,Maharashtra,Amravati,Amravati,87,1,15-11-2012 00:00,,"Outbreak of fever  with arthralgia and myalgia reported from Village Kural Purna, PHC  Talwel,  Chnadur  Bazar,  District  Amravati.  District  RRT  investigated  the outbreak. House to house fever  survey done Cases treated at PHC Talwel. All 87 blood  smears  examined  tested  negative  for  malaria.  Out  of  7  serum  samples
collected, 2 samples were positive for  Dengue. Entomological survey done in  the affected area. Control measures undertaken."," Kural Purna, Talwel",21.2286863,77.6786656
23,23,23,42,2012,Maharashtra,Aurangabad,Aurangabad,63,1,12-10-2012 00:00,16-10-2012 00:00,"Outbreak  reported  from  Village  Wadi  (Banoti),  PHC  Banoti,  Block Soygaon,   District   Aurangabad.   Medical   team   investigated   the outbreak. All cases treated locally.  All 63 blood smear collected were negative  for  malaria.  Out  of  6  serum  samples  collected  3  samples were positive for Dengue (IgM ELISA). Fogging done in the affected
area. Vector control measures undertaken.","Wadi  (Banoti),  PHC  Banoti,  Block Soygaon",20.5075498,75.3439093
24,24,24,45,2012,Maharashtra,Aurangabad,Aurangabad,22,0,21-10-2012 00:00,,"Cases  reported  from  Urban  areas  Mukundwadi,  Rahid  Mamu  Colony,  Juna Mondha,  Vijay  Nagar,  Shivaji  Nagar  and  CIDCO,  Aurangabad  city,  District Aurangabad.     District     RRT     investigated     the     outbreak.     Cases     treated symptomatically.   Out   of   22   serum   samples   collected   and   sent   to   GMCH
Aurangabad, 7 samples were positive for Dengue. Control measures undertaken. IEC done.",Mukundwadi,19.8556423,75.3803447
25,25,25,19,2012,Maharashtra,Bhandara,Bhandara,18,2,07-05-2012 00:00,11-05-2012 00:00,"Cases  reported  from  Village  Asgaon,  SC  Asgaon,  PHC  Asgaon, Block  Pauni,  District  Bhandara.  District  RRT  investigated  the outbreak.  18  blood  slides  collected  and  tested  for  malaria.  All slides tested negative. Out of 6 blood samples 2 tested positive for Dengue by IgM ELISA. Fever survey conducted in affected area. IEC     activities     done     regarding     personal     protection     and
environmental sanitation.","Asgaon,Asgaon",20.8021192,79.7231612
26,26,26,26,2012,Maharashtra,Bhandara,Bhandara,69,2,28-05-2012 00:00,,"Cases reported from Village Nanded, SC Kiramati, PHC   Kudegaon, Block Lakhandur,   District  Bhandara.   District  RRT investigated  the  outbreak. Mass  fever  survey  done.  Out  of  14  serum  samples  collected  2  samples tested positive for Dengue (Ig M ELISA). Entomological survey conducted and    containers  found  positive  for  mosquito  larvae.  205  Blood  smear
collected  were  negative  for  Malaria.    Fogging  and  spraying  done  in  the community level.","Nanded,Kiramati",20.7451372,79.804459
27,27,27,38,2012,Maharashtra,Beed,Bid,32,0,14-09-2012 00:00,20-09-2012 00:00,"Outbreak reported from Village Ambajogai, PHC Kumbephal, Block Aapegaon,  District  Beed.     Medical  team  investigated  the outbreak. One Serum sample collected was positive for Dengue (IgM ELISA). Entomological survey revealed high vector indices, H.I.-15.8%, C.I.-
10.12%.  Temporary  Health  camps  organized.    Anti  larval  activity done.","Ambajogai, PHC Kumbephal, Block Aapegaon",18.5881691,76.2602222
28,28,28,40,2012,Maharashtra,Beed,Bid,15,0,29-09-2012 00:00,,"Cases reported from Village Jadhav Jawala, PHC Chincholimali, Block Kaij, District Beed. Medical team investigated the outbreak. Out of 5 serum samples collected 1 sample was positive for Dengue (IgM ELISA). Temporary health camps organized in the affected area. Vector control measures undertaken."," Jadhav Jawala, PHC Chincholimali, Block Kaij",18.7293998,75.9840587
29,29,29,44,2012,Maharashtra,beed,Bid,33,0,22-10-2012 00:00,06-11-2012 00:00,"Outbreak reported from Village and PHC Dhamangaon, Block Ashti, District  Beed.  Medical  team  investigated  the  outbreak.  Out  of  5 serum samples collected,  3  samples were positive for  Dengue (IgM ELISA). Temporary health camps organized. All cases treated. Anti-
larval activities done.","Dhamangaon, Block Ashti",18.98608,75.131643
30,30,30,44,2012,Maharashtra,beed,Bid,14,1,25-10-2012 00:00,04-11-2012 00:00,"Outbreak   reported   from   Village   Dewadi,   PHC   Kuppa,   Block Wadwani, District Beed. Medical team investigated the outbreak. Out of  4  serum  samples  collected  2  samples  were  positive  for  Dengue
(IgM  ELISA).  Aedes  larvae  seen  in  open  water  container.  Health camp organized.  Anti larval activity undertaken in the community.","Dewadi,   PHC   Kuppa,   Block Wadwani",18.2895546,73.9418603
31,31,31,45,2012,Maharashtra,Beed,Bid,10,0,03-11-2012 00:00,,"Cases reported from Village Karengaon, PHC Dongarkinhi, Block Patoda, District Beed.  Medical  team  investigated  the  outbreak.  All  cases  treated  at  local  health centre.  Out  of 5  serum  samples  collected  2  samples tested  positive for  Dengue. Anti- larval activities and fogging done in the affected area.","Karengaon, PHC Dongarkinhi, Block Patoda",18.9241456,75.4381143
32,32,32,46,2012,Maharashtra,Beed,Bid,10,0,12-11-2012 00:00,12-11-2012 00:00,"Cases  reported  from  Village  Rokda,  PHC  Talwada,  Block  Georai, District Beed. Medical team investigated the outbreak. Active search for fever cases done. All cases treated locally. Out of 4 serum samples collected,   3   samples   were   positive   for   Dengue   (IgM   ELISA). Entomological survey done in the affected area. Anti-larval activities
using Temephos done. IEC done.","Rokda,  PHC  Talwada,Georai",18.637451,76.1104866
33,33,33,19,2012,Maharashtra,Chandrapur,Chandrapur,50,0,02-05-2012 00:00,,"Outbreak reported from Village Pendhari, PHC Pendhari, Block Seoli, District Chandrapur.   District   RRT   investigated   the   outbreak.   House   to   house surveillance  conducted  along  with  fever  survey  and  checking  of  containers. Dry days organized. 24 blood slides prepared and tested for malaria. All tested negative  for  malarial  parasite.  2  serum samples taken  and  tested for  Dengue
and Chikungunya by IgM ELISA. 2 samples tested positive for Dengue and all samples negative for Chikungunya. IEC activities undertaken.", Pendhari,20.6186166,79.6586309
34,34,34,46,2012,Maharashtra,Chandrapur,Chandrapur,57,0,01-10-2013 00:00,,"Cases  of  fever   with   joint   pain  reported  from   Village  Ashta,   PHC Pombhurana,   Block  Pombhurna,   District   Chandrapur.   Medical   team investigated  the  outbreak.  Active  search  for  fever  cases  done.    Cases treated symptomatically. All 380 blood samples collected were negative for  Malaria. 57 serum samples were positive for  Dengue (IgM ELISA). Entomological  survey  done.  Anti  larval  activities  and  fogging  done.
Health education given."," Ashta,   PHC Pombhurana",20.3122365,79.2303123
35,35,35,42,2012,Maharashtra,Dhule,Dhule,10,0,12-10-2012 00:00,20-10-2012 00:00,"Cases  reported  from  Village  Kokale,  PHC  Kalambhir,  Block  Sakri, District  Dhule.  Medical  team  investigated  the  outbreak.  House  to house  survey  done.  Out  of  10  serum  samples  collected  3  samples were positive for Dengue (IgM ELISA).  Entomological survey done.
Dry  day  observed  in  the  community.     Vector  control  measures undertaken in the affected area. Health Education done."," Kokale,  PHC  Kalambhir,  Block  Sakri",20.9467021,74.2641771
36,36,36,44,2012,Maharashtra,Dhule,Dhule,31,0,29-10-2012 00:00,02-11-2012 00:00,"Outbreak   reported   from   Village   Kharde,   PHC   Thalner,   Block Shirpur   District   Dhule.   Medical   team   investigated  the  outbreak. House to house survey done. All cases treated locally. All 31 blood smear collected  were negative for Malaria parasite.   Out of 6 serum samples collected 2 samples were positive for Dengue (IgM ELISA).
Health education imparted.","Kharde,   PHC   Thalner",21.2607557,74.9534317
37,37,37,45,2012,Maharashtra,Dhule,Dhule,23,0,05-11-2012 00:00,08-11-2012 00:00,"Outbreak   reported   from   Village   &   PHC   Malpur,       Block Shindkheda,    District    Dhule.    District    RRT    investigated    the outbreak. Active search for fever cases done. Cases treated locally. Entomological survey revealed increased mosquito larval density in the affected area. All 23 blood smears collected tested negative for
malaria. Out of 9 serum samples tested at GMC Dhule, 5 samples were positive for Dengue (IgM ELISA). IEC done.","Malpur, Shindkheda",21.2806631,74.509707
38,38,38,48,2012,Maharashtra,Dhule,Dhule,26,0,26-11-2012 00:00,,"Cases reported from Village Shenpur, PHC Kasare, Block Sakri, District Dhule. District RRT investigated the outbreak. House to house fever survey done. Cases treated locally. All 26 blood smears examined, tested negative for malaria. Out of 18 serum samples collected and sent to GMC Dhule, 1 sample tested positive for
Dengue.  Control measures undertaken.","Shenpur, PHC Kasare, Block Sakri",20.9467021,74.2641771
39,39,39,51,2012,Maharashtra,Dhule,Dhule,12,0,17-12-2012 00:00,21-12-2012 00:00,"Cases reported from Village and SC Khudane, PHC Jaitane, District Dhule. District RRT investigated the outbreak. House to house fever survey  done.  Cases  treated  locally.  All  12  blood  smears  examined tested  negative for  malaria.  3  serum  samples  collected  which  tested
positive for Dengue. Entomological survey done in the affected area. Control measures undertaken. IEC done.","Khudane, Jaitane,Dhule",20.9879674,74.3135833
40,40,40,20,2012,Maharashtra,Garhchiroli,Garhchiroli,7,0,13-05-2012 00:00,,"Cases   reported   from  Village   Hanuman   ward,   Block   Gadchiroli,   District Gadchiroli. District RRT investigated outbreak. 14 blood slides prepared from cases and contacts, all of which tested negative for malaria. 7 serum samples collected and sent to DPHL, Gadchiroli. 2 samples tested positive for Dengue by IgM ELISA. House to house container survey done. Mosquito containment
measures undertaken. IEC activities done.","Hanuman   ward,Gadchiroli",20.6272008,79.9587893
41,41,41,36,2012,Maharashtra,Jalgaon,Jalgaon,130,0,29-08-2012 00:00,,"Outbreak   reported   from   Block   Hudako,   District   Jalgaon.   District   RRT investigated the outbreak.   House to house fever survey done. Vector indices observed  in  the  community (House  index  2,  Container  Index  1  &  Breatuex Index 3). All 130 blood smears were negative for malaria parasite. Out of 16 serum samples tested, 3 were positive for Dengue (IgM ELISA).   Anti larval operations and fogging done.  Awareness on vector control mesures imparted.
Health education given.","Hudako,Jalgaon",21.0024031,75.5280578
42,42,42,40,2012,Maharashtra,Jalgaon,Jalgaon,32,0,01-10-2012 00:00,,"Cases  reported  from  Village/SC  Bahal,  PHC  Khedgaon,  Block  Chalisgaon, District  Jalgaon.  District  RRT  investigated  the  outbreak.  House  to  house survey done. All 32 blood smears were negative for malaria.   Out of 8 serum samples   collected   1   sample   was   positive   for   Dengue   (IgM   ELISA). Entomological survey revealed, HI 13, CI 09 and BI 23. Anti- larval activities
done in the community.","Bahal,  PHC  Khedgaon,  Block  Chalisgaon",20.5057871,75.1034159
43,43,43,36,2012,Maharashtra,Kolhapur,Kolhapur,20,0,16-07-2012 00:00,,"Outbreak reported from Village Kagal,  Block Kagal, District Kolhapur. Kagal Population  consists  of  migrating  labourers  in  the  community.  District  RRT investigated the outbreak.  All cases treated locally. 2 serum samples collected were  positive  for  Dengue  (IgM  ELISA).   Anti  larval  operation  and  fogging
done."," Kagal, Kolhapur",16.5886465,74.3085454
44,44,44,47,2012,maharashtra,Kolhapur,Kolhapur,41,0,12-11-2012 00:00,,"Cases reported  from  Village Vathar,  PHC  Bhadole,  Block  Hatkanagle,  District Kolhapur. District RRT investigated the outbreak. House to house fever survey done. All 41 blood smears collected tested negative for malarial parasite. 6 serum samples  collected  and  sent  to  sentinel  lab  Kolhapur  which  tested  positive  for
Dengue (IgM ELISA). Vector control measures undertaken. IEC done.","Vathar,  PHC  Bhadole,  Block  Hatkanagle",16.6653483,74.2696658
45,45,45,18,2012,Maharashtra,Nashik,Nashik,16,0,20-04-2012 00:00,,"Cases reported from Village Arai, SC Arai, PHC Brahmangaon, Block Nashik,
District  Nasik.  District  RRT  visited  and  investigated  the  outbreak.  4  blood samples  sent  to sentinel  lab,  Nashik.  All  tested  positive  for Dengue  by  IgM ELISA. House to house fever surveillance & examination of water containers done.  Health  education  given  regarding  personal  hygiene  and  environmental
sanitation.", Arai,20.5566829,74.223802
46,46,46,46,2012,Maharashtra,Nashik,Nashik,20,0,08-11-2012 00:00,,"Outbreak  of  fever  reported  from  Village  &  SC  Gondegaon,  PHC  Deogaon,  Block Niphad,  District  Nashik.  District  RRT  investigated  the  outbreak.  House  to  house survey done.  All blood smears collected tested negative for malaria. Out of 7 serum samples collected and sent to Govt. Medical College Dhule, 4 samples were positive for Dengue. Pyrethrum spraying done in the affected area. IEC activities undertaken
regarding personal protection.","Gondegaon,  PHC  Deogaon,  Block Niphad",20.086695,74.2861966
47,47,47,50,2012,Maharashtra,Nashik,Nashik,22,1,10-12-2012 00:00,13-12-2012 00:00,"Cases   of   fever   reported   from   Village   Rahud,   SC   Chiral,   PHC Ambasan,  Block  Satana,  District  Nashik.  Medical team investigated the  outbreak.  House  to  house  fever  survey  done.  7  blood  smears examined  tested  negative  for  malaria.  Out  of  15  serum  samples collected and sent to Dhule Medical College, 3 samples were positive for  Dengue.  Entomological  survey  revealed;  CI  2.5,  HI  8,  BI  8. Pyrethrum  spray  done  in  the  affected  area.  Health  education  given regarding personal protection and environmental preventive measures
undertaken. IEC done."," Rahud,   SC   Chiral,   PHC Ambasan",20.709652,74.352151
48,48,48,39,2012,Maharashtra,Osmanabad,Osmanabad,35,0,10-09-2012 00:00,,"Outbreak   reported   from   Village   &   SC   Patoda,   Block   Patoda,   District Osmanabad.  District  RRT  investigated  the outbreak.  Active search  for  fever cases done. Out of 10 serum samples tested at Sentinal Centre Beed 3 samples were positive for Dengue by IgM ELISA. Entomological survey revealed high
larva density. Abate application and fogging done in the affected area. Dry day observed in the community.","Patoda,   Block   Patoda",18.0642203,76.2510511
49,49,49,48,2012,Maharashtra,Osmanabad,Osmanabad,16,1,22-10-2012 00:00,,"Cases of fever with arthralgia and myalgia reported Village Paranda, SC Jawala, PHC/Block   Khasapuri,   District   Osmanabad.   District   RRT   investigated   the outbreak.  Active  search  for  fever  cases  done.  First  case  of  fever  occurred  on 12/10/12 and the patient died at Civil Hospital Solapur on 17/10/12. Temporary medical camp established in the locality. Cases treated locally. 10 serum samples collected  and  sent  to  VM  Medical  College  Solapur  which  tested  positive  for Dengue (IgM ELISA). Anti larval activities using Abate and fogging done in the
affected area.","Paranda, SC Jawala, Khasapuri",18.3048408,75.5009443
50,50,50,2,2012,Maharashtra,Pune,Pune,17,0,20-12-2011 00:00,,"Cases  reported  from  Village  Manajinagar,   PHC  Khadkawasla,  SC  Narhe, and  Block  Haveli.   District  RRT investigated  the  outbreak.  Out  of  7serum samples collected, 2 were positive for Dengue Ig M ELISA.  House to House survey done. All cases treated. Anti larval measure and fogging done. Health
education given regarding personnel hygiene and sanitation.","Manajinagar,Khadkawasla",18.4527749,73.8239226
51,51,51,3,2012,Maharashtra,Pune,Pune,17,0,20-12-2011 00:00,,"Cases reported from Village Manajinagar, SC Narhe, PHC Khadkawasla under
Block Haveli. Out  of 7 blood samples sent to B.J. Medical College, Pune,  2 tested positive for dengue. Rapid fever survey and symptomatic treatment of cases done. Fogging done with pyrethrum and anti-larval activities undertaken. IEC activities undertaken regarding mosquito control and personal protection measures.",Manajinagar,18.4527749,73.8239226
52,52,52,20,2012,Maharashtra,Pune,Pune,6,1,07-05-2012 00:00,,"Cases reported from Salumbre area of village Bhose, Taluk Maval, PHC Khed,
District Pune. District RRT investigated outbreak. 5 samples taken and sent to NIV, Pune. 1 sample tested positive for Dengue by IgM ELISA. Fever survey along   with   entomological   surveillance   conducted.   Mosquito   containment measures undertaken. IEC activities done.","Bhose,Maval",18.7395656,73.9154069
53,53,53,11,2012,Maharashtra,Raigarh,Raigarh,27,0,10-03-2013 00:00,,"Cases  of  fever  with  arthralgia  and  myalgia  reported  from  Village  Waral,  PHC Mendadi, Block Mhasala, District Raigad District RRT investigated the outbreak. Active search for fever cases done. Cases treated at local health centre. Out of 14
serum  samples  samples  collected;  7  samples  were  positive  for  Dengue  (IgM ELISA). Fogging done in the affected area. IEC done.","Waral, Mendadi",18.2073865,73.0501203
54,54,54,19,2012,Maharashtra,Raigarh,Raigarh,167,0,08-05-2012 00:00,,"Outbreak reported  from Village  Koproli,  PHC  Koproli,  Block Uran,  District Raigad.   District   RRT   investigated   the    outbreak.    It    was   found   that environmental sanitation was generally poor in the area and there was a high concentration  of  breeding  sites  for  mosquitos.  22  serum  samples  taken  and sent  to  NIV,  Pune.  Out  of  this,  6  were  found  positive  for  Dengue  by  IgM ELISA. Source reduction and fogging activities undertaken. Health education
given.","Koproli,  PHC  Koproli",19.0102461,73.1699163
55,55,55,21,2012,Maharashtra,Raigarh,Raigarh,23,0,19-05-2012 00:00,,"Outbreak  reported  from  Village  Tambati,  PHC  Wovoshi,  Block  Khalapur, District  Raigad.  Medical  team  investigated  the  outbreak.  It  was  found  that there was a high density of mosquitos in the area. 11 blood slides prepared for Malaria, all of which tested negative. 3 serum samples taken, out of which 1 tested  positive for  Dengue  by IgM ELISA.  Fogging  operations conducted  in the   area.   Container   survey   done.   House   to   house   survey   conducted.
Symptomatic treatment given to affected patients. Health education given.","Tambati, Wovoshi",18.7851576,73.2236309
56,56,56,24,2012,Maharashtra,Raigarh,Raigarh,29,0,07-06-2012 00:00,16-06-2012 00:00,"Outbreak  reported  from  Village  Dighode  ,  PHC  Koproli, Block  Uran,  District  Raigad.  District  RRT  investigated  the outbreak. 7 samples taken  and sent to NIV, Pune.  2 samples tested positive for Dengue by IgM ELISA. Fever survey along
with     entomological     surveillance    conducted.     Mosquito containment measures undertaken. IEC activities done.","Dighode  , Koproli",19.0124815,73.1600377
